x,y,z,size
0.9982874,1.360881,23.41508,0.01
0.9543133,0.9848538,23.41508,0.01
0.8618798,0.9467703,23.41508,0.01
0.7769854,0.9893736,23.41508,0.01
0.8287018,1.085345,23.41508,0.01
0.9737271,1.095502,23.41508,0.01
1.117428,1.136802,23.41508,0.01
1.229344,1.208464,23.41508,0.01
1.327147,1.233917,23.41508,0.01
1.439991,1.248862,23.41508,0.01
1.512402,1.256174,23.41508,0.01
1.426946,1.285966,23.41508,0.01
1.34,1.281304,23.41508,0.01
1.262796,1.281006,23.41508,0.01
1.21561,1.303134,23.41508,0.01
1.156663,1.383421,23.41508,0.01
1.114239,1.488635,23.41508,0.01
1.105404,1.525852,23.41508,0.01
1.1038,1.526861,23.41508,0.01
1.113599,1.499839,23.41508,0.01
1.122483,1.439534,23.41508,0.01
1.150291,1.4013,23.41508,0.01
1.171518,1.366733,23.41508,0.01
1.224833,1.291719,23.41508,0.01
1.28193,1.240365,23.41508,0.01
1.331248,1.196725,23.41508,0.01
1.356279,1.149029,23.41508,0.01
1.347644,1.10129,23.41508,0.01
1.317388,1.047025,23.41508,0.01
1.291705,1.020834,23.41508,0.01
1.291466,1.027093,23.41508,0.01
1.362258,1.097345,23.41508,0.01
1.449478,1.171035,23.41508,0.01
1.4828,1.21293,23.41508,0.01
1.51522,1.213543,23.41508,0.01
1.506701,1.231591,23.41508,0.01
1.512149,1.268534,23.41508,0.01
1.531236,1.343346,23.41508,0.01
1.588617,1.385038,23.41508,0.01
1.643585,1.406321,23.41508,0.01
1.883158,1.408354,23.41508,0.01
2.283916,1.340673,23.41508,0.01
2.386098,1.253829,23.41508,0.01
2.437369,1.212541,23.41508,0.01
2.432514,1.276487,23.41508,0.01
2.41007,1.394679,23.41508,0.01
2.405468,1.515909,23.41508,0.01
2.278934,1.352228,23.41508,0.01
2.134467,1.030592,23.41508,0.01
2.023843,0.7184491,23.41508,0.01
1.956996,0.4210508,23.41508,0.01
1.939013,0.2457351,23.41508,0.01
1.914561,0.2381386,23.41508,0.01
1.886543,0.4294859,23.41508,0.01
1.791758,0.8156874,23.41508,0.01
1.453267,1.789204,23.41508,0.01
1.20606,2.251199,23.41508,0.01
1.123927,2.307425,23.41508,0.01
1.091365,2.323637,23.41508,0.01
1.077993,2.294776,23.41508,0.01
1.078014,2.176809,23.41508,0.01
1.082483,2.161332,23.41508,0.01
1.12301,2.165424,23.41508,0.01
1.186008,2.207563,23.41508,0.01
1.187821,2.252882,23.41508,0.01
1.171417,2.301717,23.41508,0.01
1.054083,2.133661,23.41508,0.01
-0.1714013,1.057508,23.41508,0.01
-1.032028,0.4715581,23.41508,0.01
-1.316612,0.1417311,23.41508,0.01
-1.398735,-0.002085984,23.41508,0.01
-1.444624,-0.1460931,23.41508,0.01
-1.479967,-0.2669354,23.41508,0.01
-1.91012,-0.4076973,23.41508,0.01
-3.737223,-0.8788964,23.41508,0.01
-4.419572,-1.165042,23.41508,0.01
-4.56774,-1.215436,23.41508,0.01
-4.65141,-1.196871,23.41508,0.01
-4.673898,-1.175021,23.41508,0.01
-4.702849,-1.165058,23.41508,0.01
-4.699104,-1.150685,23.41508,0.01
-4.63534,-1.149719,23.41508,0.01
-4.575553,-1.15783,23.41508,0.01
-4.523215,-1.153285,23.41508,0.01
-4.478125,-1.130874,23.41508,0.01
-4.461643,-1.125119,23.41508,0.01
-4.466015,-1.103062,23.41508,0.01
-4.173459,0.4032194,23.41508,0.01
-3.866282,0.9137102,23.41508,0.01
-3.711529,1.058973,23.41508,0.01
-3.632845,1.078397,23.41508,0.01
-3.357559,1.699669,23.41508,0.01
-2.810793,2.860792,23.41508,0.01
-2.557009,3.284489,23.41508,0.01
-2.468292,3.394261,23.41508,0.01
-2.421746,3.4519,23.41508,0.01
-2.383234,3.494411,23.41508,0.01
-2.347171,3.499595,23.41508,0.01
-2.311585,3.492889,23.41508,0.01
-2.277107,3.505364,23.41508,0.01
-2.237226,3.561548,23.41508,0.01
-2.159157,3.618491,23.41508,0.01
0.6712863,3.570886,23.41508,0.01
1.467666,3.587464,23.41508,0.01
1.607165,3.621187,23.41508,0.01
1.724572,3.515601,23.41508,0.01
1.917062,2.40854,23.41508,0.01
1.898429,2.664067,23.41508,0.01
2.062574,2.729117,23.41508,0.01
1.992468,2.699863,23.41508,0.01
1.917777,2.668169,23.41508,0.01
1.828758,1.782336,23.41508,0.01
1.685616,-1.097299,23.41508,0.01
1.605966,-1.723044,23.41508,0.01
1.571888,-1.846403,23.41508,0.01
1.572059,-1.932227,23.41508,0.01
1.623205,-1.998556,23.41508,0.01
1.637976,-1.971499,23.41508,0.01
1.609052,-1.886677,23.41508,0.01
1.587062,-1.813332,23.41508,0.01
1.550991,-1.744631,23.41508,0.01
1.445623,-1.770821,23.41508,0.01
1.388426,-1.833647,23.41508,0.01
1.362552,-1.861198,23.41508,0.01
1.370529,-1.86526,23.41508,0.01
1.391165,-1.856999,23.41508,0.01
1.384011,-1.843689,23.41508,0.01
1.350712,-1.82954,23.41508,0.01
1.303193,-1.822412,23.41508,0.01
1.279143,-1.810921,23.41508,0.01
1.284433,-1.749576,23.41508,0.01
1.301381,-1.730674,23.41508,0.01
1.316448,-1.738329,23.41508,0.01
1.322083,-1.744648,23.41508,0.01
1.345819,-1.734294,23.41508,0.01
1.378623,-1.70419,23.41508,0.01
1.423944,-1.687074,23.41508,0.01
1.437077,-1.701628,23.41508,0.01
1.423877,-1.823343,23.41508,0.01
1.416488,-1.709625,23.41508,0.01
1.350199,-1.715483,23.41508,0.01
1.279977,-1.718887,23.41508,0.01
1.212818,-1.727746,23.41508,0.01
1.161639,-1.722333,23.41508,0.01
1.152663,-1.700442,23.41508,0.01
1.148033,-1.663479,23.41508,0.01
1.163239,-1.634376,23.41508,0.01
1.189393,-1.612296,23.41508,0.01
1.219956,-1.601533,23.41508,0.01
1.240521,-1.590049,23.41508,0.01
1.255878,-1.587631,23.41508,0.01
1.261741,-1.588294,23.41508,0.01
1.255171,-1.584637,23.41508,0.01
1.246121,-1.580526,23.41508,0.01
1.230084,-1.600258,23.41508,0.01
1.224409,-1.625047,23.41508,0.01
1.237109,-1.645314,23.41508,0.01
1.241414,-1.661741,23.41508,0.01
1.249562,-1.641052,23.41508,0.01
1.246985,-1.625477,23.41508,0.01
1.809901,-1.598506,23.41508,0.01
2.34235,-1.587359,23.41508,0.01
2.44913,-1.584688,23.41508,0.01
2.495049,-1.579073,23.41508,0.01
2.521992,-1.577353,23.41508,0.01
2.507385,-1.550485,23.41508,0.01
2.511887,-1.529404,23.41508,0.01
2.544434,-1.489261,23.41508,0.01
2.554583,-1.465523,23.41508,0.01
2.567846,-1.440389,23.41508,0.01
2.548163,-1.425197,23.41508,0.01
3.01891,-2.759818,23.41508,0.01
3.013939,-2.483447,23.41508,0.01
3.069259,-1.211583,23.41508,0.01
2.710058,-1.03421,23.41508,0.01
3.040632,-0.3958277,23.41508,0.01
3.262537,-0.3091139,23.41508,0.01
3.190093,-0.3802092,23.41508,0.01
3.153511,-0.388689,23.41508,0.01
3.126374,-0.3943254,23.41508,0.01
3.12318,-0.4020134,23.41508,0.01
3.097819,-0.4124894,23.41508,0.01
3.111587,-0.4193345,23.41508,0.01
3.129211,-0.3856345,23.41508,0.01
3.123368,-0.3771635,23.41508,0.01
3.123669,-0.3713123,23.41508,0.01
3.129721,-0.3681448,23.41508,0.01
3.127972,-0.3805206,23.41508,0.01
3.129266,-0.3590668,23.41508,0.01
3.123546,-0.3166276,23.41508,0.01
3.102939,-0.2900409,23.41508,0.01
3.075724,-0.3187875,23.41508,0.01
3.060158,-0.3667872,23.41508,0.01
3.074042,-0.4151007,23.41508,0.01
3.096258,-0.458643,23.41508,0.01
3.123279,-0.4847915,23.41508,0.01
3.142055,-0.5232128,23.41508,0.01
3.1113,-0.5458437,23.41508,0.01
3.064365,-0.5676794,23.41508,0.01
3.012875,-0.5924561,23.41508,0.01
2.954453,-0.580117,23.41508,0.01
2.900078,-0.5674787,23.41508,0.01
2.8472,-0.5143337,23.41508,0.01
2.812862,-0.4655285,23.41508,0.01
2.789476,-0.4229534,23.41508,0.01
2.789674,-0.3943961,23.41508,0.01
2.804039,-0.378699,23.41508,0.01
2.830914,-0.3854142,23.41508,0.01
2.828953,-0.2876232,23.41508,0.01
2.638714,0.7150536,23.41508,0.01
2.521481,0.9629722,23.41508,0.01
2.432058,1.052393,23.41508,0.01
2.332987,1.060934,23.41508,0.01
2.324267,1.029436,23.41508,0.01
2.31726,0.9842763,23.41508,0.01
2.313055,0.9574302,23.41508,0.01
2.318207,0.9587035,23.41508,0.01
2.349922,1.169157,23.41508,0.01
2.419291,1.369651,23.41508,0.01
2.437129,1.410407,23.41508,0.01
2.494611,1.440565,23.41508,0.01
7.973589,3.571393,23.41508,0.01
8.106719,3.810517,23.41508,0.01
7.931408,3.77528,23.41508,0.01
7.797138,3.680491,23.41508,0.01
7.5777,3.665964,23.41508,0.01
7.450181,3.671522,23.41508,0.01
7.511859,3.728504,23.41508,0.01
4.870776,2.308363,23.41508,0.01
9.793664,4.572585,23.41507,0.01
10.41058,5.163698,23.41507,0.01
10.48725,5.227396,23.41507,0.01
10.49486,5.261119,23.41507,0.01
10.50059,5.288974,23.41507,0.01
10.49096,5.311266,23.41507,0.01
10.50544,5.313753,23.41507,0.01
10.51492,5.327013,23.41507,0.01
10.53638,5.353465,23.41507,0.01
10.58163,5.334298,23.41507,0.01
10.57856,3.643811,23.41507,0.01
10.6261,2.794154,23.41507,0.01
10.67912,2.546051,23.41507,0.01
10.67506,2.480926,23.41507,0.01
10.67947,2.443441,23.41507,0.01
10.70282,2.424928,23.41507,0.01
10.7148,2.400992,23.41507,0.01
10.71558,2.391985,23.41507,0.01
10.70772,2.330441,23.41507,0.01
11.29121,0.08991331,23.41507,0.01
11.34001,-3.056006,23.41507,0.01
9.27187,-0.8463065,23.41507,0.01
8.657743,0.1828867,23.41507,0.01
8.502997,0.3922658,23.41507,0.01
8.45282,0.4619991,23.41507,0.01
8.441554,0.4830973,23.41507,0.01
8.435225,0.5009533,23.41507,0.01
8.426816,0.5250995,23.41507,0.01
8.423797,0.5501236,23.41507,0.01
8.415259,0.5710105,23.41507,0.01
8.407445,0.5854099,23.41507,0.01
8.39432,0.5867599,23.41507,0.01
8.385038,0.5882876,23.41507,0.01
8.369717,0.5874592,23.41507,0.01
8.35614,0.589288,23.41507,0.01
8.341601,0.5950827,23.41507,0.01
8.325143,0.5989838,23.41507,0.01
7.50039,0.6602685,23.41507,0.01
1.718605,0.9606511,23.41508,0.01
-1.587601,1.07734,23.41508,0.01
-2.868338,0.8384447,23.41508,0.01
-3.447197,-0.7991109,23.41508,0.01
-2.789884,0.01452404,23.41508,0.01
-2.017189,-0.4068867,23.41508,0.01
-1.883991,-0.4427682,23.41508,0.01
-1.835093,-0.48488,23.41508,0.01
-1.794042,-0.5216131,23.41508,0.01
-1.782474,-0.5496634,23.41508,0.01
-1.756226,-0.5815941,23.41508,0.01
-1.754342,-0.6032335,23.41508,0.01
-1.753912,-0.6052042,23.41508,0.01
-1.753391,-0.6223698,23.41508,0.01
-1.754559,-0.626258,23.41508,0.01
-1.77017,-0.6307611,23.41508,0.01
-1.780633,-0.644251,23.41508,0.01
-1.881103,-0.7263763,23.41508,0.01
-2.109911,-0.9250839,23.41508,0.01
-2.270983,-1.083945,23.41508,0.01
-2.329036,-1.144075,23.41508,0.01
-2.355953,-1.17916,23.41508,0.01
-2.373783,-1.201249,23.41508,0.01
-2.38541,-1.205297,23.41508,0.01
-2.404151,-1.195924,23.41508,0.01
-2.412556,-1.206773,23.41508,0.01
-2.404279,-1.218341,23.41508,0.01
-2.393806,-1.23617,23.41508,0.01
-2.39825,-1.243858,23.41508,0.01
-2.407455,-1.241331,23.41508,0.01
-2.388659,-1.655151,23.41508,0.01
-2.321286,-1.695209,23.41508,0.01
-2.127859,-2.092656,23.41508,0.01
-1.92482,-1.991008,23.41508,0.01
-1.857577,-1.891358,23.41508,0.01
-1.847849,-1.843694,23.41508,0.01
-1.843595,-1.820271,23.41508,0.01
-1.831891,-1.786754,23.41508,0.01
-1.845086,-1.761433,23.41508,0.01
-1.855046,-1.743576,23.41508,0.01
-1.859273,-1.753765,23.41508,0.01
-1.855211,-1.771296,23.41508,0.01
-1.86523,-1.789469,23.41508,0.01
-1.878626,-1.789426,23.41508,0.01
-1.887454,-1.76929,23.41508,0.01
-1.88982,-1.738731,23.41508,0.01
-1.035478,-1.994869,23.41508,0.01
0.2391119,-2.598392,23.41508,0.01
0.6294639,-2.967994,23.41508,0.01
0.683277,-3.077348,23.41508,0.01
0.6939606,-3.151737,23.41508,0.01
0.7120425,-3.153863,23.41508,0.01
0.7399579,-3.172803,23.41508,0.01
0.755804,-3.185789,23.41508,0.01
0.7621194,-3.203615,23.41508,0.01
0.7603601,-3.233757,23.41508,0.01
0.7613206,-3.253731,23.41508,0.01
0.7599683,-3.268343,23.41508,0.01
0.7613827,-3.262894,23.41508,0.01
0.7648744,-3.269158,23.41508,0.01
0.7661876,-3.269341,23.41508,0.01
0.7742137,-3.275783,23.41508,0.01
0.7874131,-3.273721,23.41508,0.01
0.7876015,-3.258047,23.41508,0.01
0.7724617,-3.247617,23.41508,0.01
0.7725518,-3.247896,23.41508,0.01
0.7470749,-3.262223,23.41508,0.01
0.6042969,-3.351393,23.41508,0.01
0.5651624,-3.394857,23.41508,0.01
0.4495242,-3.384763,23.41508,0.01
0.3408601,-3.346304,23.41508,0.01
0.2809193,-3.311429,23.41508,0.01
0.2587847,-3.263943,23.41508,0.01
0.2396859,-3.188233,23.41508,0.01
0.2417372,-3.158739,23.41508,0.01
0.2485813,-3.109415,23.41508,0.01
0.1067518,-3.168538,23.41508,0.01
-0.001973733,-3.204347,23.41508,0.01
-0.04375049,-3.222733,23.41508,0.01
-0.08180734,-3.246179,23.41508,0.01
-0.08626705,-3.244253,23.41508,0.01
-0.09119993,-3.253636,23.41508,0.01
-0.08945853,-3.271826,23.41508,0.01
-0.02775128,-3.297688,23.41508,0.01
1.062846,-3.297037,23.41508,0.01
1.571676,-3.248625,23.41508,0.01
1.633838,-3.211291,23.41508,0.01
1.668062,-3.185352,23.41508,0.01
1.688304,-3.146254,23.41508,0.01
1.705434,-3.131873,23.41508,0.01
1.719971,-3.120808,23.41508,0.01
1.713341,-3.114604,23.41508,0.01
1.721284,-3.114234,23.41508,0.01
1.721329,-3.10917,23.41508,0.01
1.664118,-3.098387,23.41508,0.01
1.613595,-3.104754,23.41508,0.01
1.569304,-3.113779,23.41508,0.01
1.526578,-3.108677,23.41508,0.01
1.502056,-3.108746,23.41508,0.01
1.479568,-3.113162,23.41508,0.01
1.460878,-3.090585,23.41508,0.01
1.446882,-3.077064,23.41508,0.01
1.445316,-3.069888,23.41508,0.01
1.443291,-3.068821,23.41508,0.01
1.446853,-3.069603,23.41508,0.01
1.456501,-3.081147,23.41508,0.01
1.450321,-3.071599,23.41508,0.01
1.44611,-3.07292,23.41508,0.01
1.452985,-3.09776,23.41508,0.01
1.450821,-3.125412,23.41508,0.01
1.445955,-3.149479,23.41508,0.01
1.43621,-3.166502,23.41508,0.01
1.425962,-3.168509,23.41508,0.01
1.423846,-3.155623,23.41508,0.01
1.412166,-3.1541,23.41508,0.01
-0.589556,-2.902526,23.41508,0.01
-2.025527,-2.695941,23.41508,0.01
-2.163264,-2.640232,23.41508,0.01
-2.195121,-2.598306,23.41508,0.01
-2.224728,-2.576412,23.41508,0.01
-2.230963,-2.569212,23.41508,0.01
-2.233471,-2.570537,23.41508,0.01
-2.249205,-2.573186,23.41508,0.01
-2.26033,-2.596134,23.41508,0.01
-2.261683,-2.608299,23.41508,0.01
-2.27141,-2.612736,23.41508,0.01
-2.377211,-2.626441,23.41508,0.01
-2.531217,-2.617802,23.41508,0.01
-2.642574,-2.612045,23.41508,0.01
-2.636539,-2.632816,23.41508,0.01
-2.653199,-2.462554,23.41508,0.01
-3.749304,5.042697,23.41508,0.01
6.778901,-3.737892,23.41508,0.01
3.599944,-3.014842,23.41508,0.01
2.458517,-1.470743,23.41508,0.01
2.976888,-2.414061,23.41508,0.01
2.086133,-1.587228,23.41508,0.01
1.979469,-1.449465,23.41508,0.01
2.111717,-1.402093,23.41508,0.01
2.286397,-1.458025,23.41508,0.01
2.474673,-1.449908,23.41508,0.01
2.548245,-1.434657,23.41508,0.01
2.551144,-1.444419,23.41508,0.01
2.517121,-1.469542,23.41508,0.01
2.489831,-1.468799,23.41508,0.01
2.527585,-1.474442,23.41508,0.01
2.585844,-1.447343,23.41508,0.01
2.647958,-1.407716,23.41508,0.01
2.670851,-1.388703,23.41508,0.01
2.731183,-1.388559,23.41508,0.01
2.726054,-1.378955,23.41508,0.01
2.72649,-1.391336,23.41508,0.01
2.672596,-1.412439,23.41508,0.01
2.53658,-1.205703,23.41508,0.01
2.115572,-0.4029446,23.41508,0.01
1.958432,-0.06409693,23.41508,0.01
1.895461,0.08811015,23.41508,0.01
1.792214,0.2271776,23.41508,0.01
1.635845,0.3733773,23.41508,0.01
1.460064,0.4198993,23.41508,0.01
1.34,0.4138126,23.41508,0.01
1.33464,0.3902846,23.41508,0.01
1.466219,0.3815264,23.41508,0.01
1.622406,0.3468114,23.41508,0.01
1.734334,0.3192597,23.41508,0.01
1.825544,0.3468178,23.41508,0.01
1.852298,0.4159752,23.41508,0.01
1.777673,0.528608,23.41508,0.01
1.626996,0.5874575,23.41508,0.01
1.566595,0.6032499,23.41508,0.01
1.568288,0.632295,23.41508,0.01
1.580225,0.6803082,23.41508,0.01
1.594984,0.7301647,23.41508,0.01
1.600787,0.7645142,23.41508,0.01
1.618263,0.8917505,23.41508,0.01
1.613344,0.8797855,23.41508,0.01
1.610859,0.8834481,23.41508,0.01
1.630176,0.9108722,23.41508,0.01
1.649162,0.9166312,23.41508,0.01
1.660119,0.9141852,23.41508,0.01
1.681844,0.9037402,23.41508,0.01
1.688797,0.9147907,23.41508,0.01
1.521026,1.026446,23.41508,0.01
1.4061,1.256253,23.41508,0.01
1.320887,1.379547,23.41508,0.01
1.272864,1.394505,23.41508,0.01
1.241524,1.493372,23.41508,0.01
1.243106,1.527254,23.41508,0.01
1.225479,1.542124,23.41508,0.01
1.176849,1.592159,23.41508,0.01
1.188288,1.60815,23.41508,0.01
1.214044,1.61858,23.41508,0.01
1.240507,1.626964,23.41508,0.01
1.248923,1.623374,23.41508,0.01
1.233623,1.632166,23.41508,0.01
1.207785,1.60219,23.41508,0.01
1.175588,1.58407,23.41508,0.01
1.147999,1.554277,23.41508,0.01
1.122216,1.497119,23.41508,0.01
1.089556,1.437218,23.41508,0.01
1.01066,1.402686,23.41508,0.01
0.6612112,1.88079,23.41508,0.01
0.4261502,2.457079,23.41508,0.01
0.4422236,2.664276,23.41508,0.01
0.4962396,2.767587,23.41508,0.01
0.5730717,2.881983,23.41508,0.01
-2.753443,1.650459,23.41508,0.01
-4.730301,1.87922,23.41508,0.01
-5.325705,4.465567,23.41508,0.01
-5.426462,4.359629,23.41508,0.01
-5.511475,4.138402,23.41508,0.01
-5.507355,3.943703,23.41508,0.01
-5.435387,3.890809,23.41508,0.01
-5.353362,3.747841,23.41508,0.01
-5.281874,3.589899,23.41508,0.01
-5.302866,3.372176,23.41508,0.01
-5.366197,3.188485,23.41508,0.01
-5.383148,2.89417,23.41508,0.01
-3.625555,0.1553484,23.41508,0.01
-1.998377,-3.640499,23.41508,0.01
