4.514899,3.64377,44.36884,0.01
4.514899,3.64377,44.36884,0.01
4.514899,3.64377,44.36884,0.01
2.922575,1.266856,44.36884,0.01
2.922575,1.266856,44.36884,0.01
2.922575,1.266856,44.36884,0.01
2.856141,1.487612,44.36884,0.01
2.856141,1.487612,44.36884,0.01
2.856141,1.487612,44.36884,0.01
2.856141,1.487612,44.36884,0.01
2.844566,1.706644,44.36884,0.01
2.844566,1.706644,44.36884,0.01
2.844566,1.706644,44.36884,0.01
2.800562,1.769868,44.36884,0.01
2.800562,1.769868,44.36884,0.01
2.800562,1.769868,44.36884,0.01
2.753243,1.710836,44.36884,0.01
2.753243,1.710836,44.36884,0.01
2.752738,1.704693,44.36884,0.01
2.752738,1.704693,44.36884,0.01
2.812138,1.830187,44.36884,0.01
2.812138,1.830187,44.36884,0.01
2.812138,1.830187,44.36884,0.01
2.867209,1.9672,44.36884,0.01
2.857169,1.970001,44.36884,0.01
2.857169,1.970001,44.36884,0.01
2.857169,1.970001,44.36884,0.01
2.833392,1.979545,44.36884,0.01
2.833392,1.979545,44.36884,0.01
2.830626,1.975276,44.36884,0.01
2.755763,1.948172,44.36884,0.01
2.755763,1.948172,44.36884,0.01
2.755763,1.948172,44.36884,0.01
2.758161,1.954101,44.36884,0.01
2.758161,1.954101,44.36884,0.01
2.758161,1.954101,44.36884,0.01
2.758161,1.954101,44.36884,0.01
2.736489,1.958174,44.36884,0.01
2.736489,1.958174,44.36884,0.01
2.736489,1.958174,44.36884,0.01
2.762652,1.984317,44.36884,0.01
2.762652,1.984317,44.36884,0.01
2.762652,1.984317,44.36884,0.01
2.791976,2.014641,44.36884,0.01
2.791976,2.014641,44.36884,0.01
2.791976,2.014641,44.36884,0.01
2.791976,2.014641,44.36884,0.01
2.298712,1.857045,44.36884,0.01
2.298712,1.857045,44.36884,0.01
2.298712,1.857045,44.36884,0.01
0.7381758,1.534855,44.36884,0.01
0.7381758,1.534855,44.36884,0.01
0.7381758,1.534855,44.36884,0.01
0.5466973,1.471743,44.36884,0.01
0.5466973,1.471743,44.36884,0.01
0.5466973,1.471743,44.36884,0.01
0.5466973,1.471743,44.36884,0.01
1.20184,0.6909612,44.36884,0.01
1.20184,0.6909612,44.36884,0.01
1.20184,0.6909612,44.36884,0.01
1.380005,1.387515,44.36884,0.01
1.380005,1.387515,44.36884,0.01
1.380005,1.387515,44.36884,0.01
1.246463,2.097787,44.36884,0.01
1.246463,2.097787,44.36884,0.01
1.246463,2.097787,44.36884,0.01
1.246463,2.097787,44.36884,0.01
1.414855,1.670418,44.36884,0.01
1.414855,1.670418,44.36884,0.01
1.414855,1.670418,44.36884,0.01
1.476016,1.908307,44.36884,0.01
1.476016,1.908307,44.36884,0.01
1.476016,1.908307,44.36884,0.01
-0.4436974,-4.030002,44.36884,0.01
-0.4436974,-4.030002,44.36884,0.01
-0.4436974,-4.030002,44.36884,0.01
0.3529291,-2.876981,44.36884,0.01
0.3529291,-2.876981,44.36884,0.01
0.3529291,-2.876981,44.36884,0.01
0.2697923,-2.825108,44.36884,0.01
0.2697923,-2.825108,44.36884,0.01
0.2697923,-2.825108,44.36884,0.01
0.2912522,-2.776425,44.36884,0.01
0.2912522,-2.776425,44.36884,0.01
0.2912522,-2.776425,44.36884,0.01
0.5350074,-0.2356116,44.36884,0.01
0.5350074,-0.2356116,44.36884,0.01
0.5350074,-0.2356116,44.36884,0.01
0.9429553,0.2080257,44.36884,0.01
0.9429553,0.2080257,44.36884,0.01
0.9429553,0.2080257,44.36884,0.01
0.9801316,0.2254524,44.36884,0.01
0.9801316,0.2254524,44.36884,0.01
0.9801316,0.2254524,44.36884,0.01
1.058708,0.232742,44.36884,0.01
1.095446,0.2621024,44.36884,0.01
1.112091,0.2834417,44.36884,0.01
1.123832,0.2964993,44.36884,0.01
1.142467,0.2942864,44.36884,0.01
1.161529,0.2963454,44.36884,0.01
1.177153,0.3419084,44.36884,0.01
1.22313,0.8062919,44.36884,0.01
1.291895,1.358022,44.36884,0.01
1.34,1.664731,44.36884,0.01
1.345718,1.732084,44.36884,0.01
1.357544,1.757078,44.36884,0.01
1.358415,1.766024,44.36884,0.01
1.350191,1.742159,44.36884,0.01
1.350675,1.695703,44.36884,0.01
1.357095,1.658372,44.36884,0.01
1.388861,1.679062,44.36884,0.01
1.607012,1.888893,44.36884,0.01
1.716504,1.997825,44.36884,0.01
1.784111,2.058661,44.36884,0.01
1.839441,2.076869,44.36884,0.01
1.848155,2.066254,44.36884,0.01
1.83851,2.042191,44.36884,0.01
1.861077,2.021153,44.36884,0.01
1.661682,2.005152,44.36884,0.01
0.8833899,2.008433,44.36884,0.01
0.3762996,2.003396,44.36884,0.01
0.2360626,1.991123,44.36884,0.01
0.1659644,1.97752,44.36884,0.01
0.1450713,1.99186,44.36884,0.01
0.1204642,1.999082,44.36884,0.01
0.1015768,2.014309,44.36884,0.01
-0.1348965,2.010205,44.36884,0.01
-2.53201,1.826979,44.36884,0.01
-3.14904,1.608672,44.36884,0.01
-3.332636,1.430991,44.36885,0.01
-3.408231,1.277646,44.36885,0.01
-3.410129,1.247185,44.36885,0.01
-3.434767,1.12417,44.36885,0.01
-3.452762,1.083782,44.36885,0.01
-3.477015,1.037427,44.36884,0.01
-5.639749,-1.446294,44.36884,0.01
-6.876788,-3.042071,44.36885,0.01
-7.106016,-3.368397,44.36885,0.01
-7.186513,-3.46236,44.36885,0.01
-7.317379,-3.55575,44.36885,0.01
-7.380945,-3.590598,44.36885,0.01
-7.415889,-3.601434,44.36885,0.01
-7.434374,-3.621092,44.36885,0.01
-7.442535,-3.642234,44.36885,0.01
-7.4547,-3.663568,44.36885,0.01
-6.898177,-3.51058,44.36885,0.01
