x,y,z,size,center,sizeX, sizeY
7.788176,5.696424,47.18755,0.01
7.788176,5.696424,47.18755,0.01
7.788176,5.696424,47.18755,0.01
7.788176,5.696424,47.18755,0.01
7.843118,5.913239,47.18755,0.01
7.843118,5.913239,47.18755,0.01
7.843118,5.913239,47.18755,0.01
2.858936,1.536999,47.18756,0.01
2.858936,1.536999,47.18756,0.01
2.858936,1.536999,47.18756,0.01
1.206113,-1.14606,47.18756,0.01
1.206113,-1.14606,47.18756,0.01
1.206113,-1.14606,47.18756,0.01
1.206113,-1.14606,47.18756,0.01
1.028351,-1.347795,47.18756,0.01
1.028351,-1.347795,47.18756,0.01
1.028351,-1.347795,47.18756,0.01
1.216424,-1.172717,47.18756,0.01
1.216424,-1.172717,47.18756,0.01
1.216424,-1.172717,47.18756,0.01
1.280068,-0.9797345,47.18756,0.01
1.280068,-0.9797345,47.18756,0.01
1.280068,-0.9797345,47.18756,0.01
1.30187,-0.8216265,47.18756,0.01
1.30187,-0.8216265,47.18756,0.01
1.30187,-0.8216265,47.18756,0.01
1.30187,-0.8216265,47.18756,0.01
1.696769,-0.8605307,47.18756,0.01
1.696769,-0.8605307,47.18756,0.01
1.696769,-0.8605307,47.18756,0.01
1.847441,-0.893134,47.18756,0.01
1.847441,-0.893134,47.18756,0.01
1.847441,-0.893134,47.18756,0.01
1.785107,-0.9164268,47.18756,0.01
1.777761,-0.9292877,47.18756,0.01
1.777761,-0.9292877,47.18756,0.01
1.777761,-0.9292877,47.18756,0.01
1.814248,-1.034786,47.18756,0.01
1.814248,-1.034786,47.18756,0.01
1.814248,-1.034786,47.18756,0.01
1.8237,-1.098772,47.18756,0.01
1.8237,-1.098772,47.18756,0.01
1.8237,-1.098772,47.18756,0.01
1.777362,-1.120043,47.18756,0.01
1.777362,-1.120043,47.18756,0.01
1.777362,-1.120043,47.18756,0.01
1.758532,-1.107547,47.18756,0.01
1.758532,-1.107547,47.18756,0.01
1.758532,-1.107547,47.18756,0.01
1.758532,-1.107547,47.18756,0.01
1.762852,-1.092217,47.18756,0.01
1.762852,-1.092217,47.18756,0.01
1.762852,-1.092217,47.18756,0.01
1.774251,-1.113006,47.18756,0.01
1.774251,-1.113006,47.18756,0.01
1.774251,-1.113006,47.18756,0.01
-0.5435878,-0.8277417,47.18756,0.01
-0.5435878,-0.8277417,47.18756,0.01
-0.5435878,-0.8277417,47.18756,0.01
-0.5435878,-0.8277417,47.18756,0.01
-0.9802112,-0.6990367,47.18756,0.01
-0.9802112,-0.6990367,47.18756,0.01
-0.9802112,-0.6990367,47.18756,0.01
-0.7402716,-1.641819,47.18756,0.01
-0.7402716,-1.641819,47.18756,0.01
-0.7402716,-1.641819,47.18756,0.01
-0.5098517,-0.8734218,47.18756,0.01
-0.5098517,-0.8734218,47.18756,0.01
-0.5098517,-0.8734218,47.18756,0.01
-0.4148356,-0.8066496,47.18756,0.01
-0.4148356,-0.8066496,47.18756,0.01
-0.4148356,-0.8066496,47.18756,0.01
-0.4148356,-0.8066496,47.18756,0.01
-0.4119578,-0.8119863,47.18756,0.01
-0.4119578,-0.8119863,47.18756,0.01
-0.4119578,-0.8119863,47.18756,0.01
-0.4530791,-0.87138,47.18756,0.01
-0.4530791,-0.87138,47.18756,0.01
-0.4530791,-0.87138,47.18756,0.01
-0.3937028,-0.9279611,47.18756,0.01
-0.3937028,-0.9279611,47.18756,0.01
-0.3937028,-0.9279611,47.18756,0.01
-0.3987108,-0.9428828,47.18756,0.01
-0.3987108,-0.9428828,47.18756,0.01
-0.3987108,-0.9428828,47.18756,0.01
-0.3987108,-0.9428828,47.18756,0.01
-0.4476915,-1.005608,47.18756,0.01
-0.4476915,-1.005608,47.18756,0.01
-0.4476915,-1.005608,47.18756,0.01
-0.3944895,-1.043111,47.18756,0.01
-0.3944895,-1.043111,47.18756,0.01
-0.3944895,-1.043111,47.18756,0.01
-0.4033257,-1.046247,47.18756,0.01
-0.4033257,-1.046247,47.18756,0.01
-0.4033257,-1.046247,47.18756,0.01
-0.4205163,-1.000451,47.18756,0.01
-0.4205163,-1.000451,47.18756,0.01
-0.4205163,-1.000451,47.18756,0.01
-0.4205163,-1.000451,47.18756,0.01
4.763379,-4.022887,47.18755,0.01
4.723853,-4.027416,47.18755,0.01
